字段1,字段2,字段3,字段4,文本,文本1
"
							:上港集团(600018)请问中美贸易战会对公司业绩有影响吗？公司有否评估有多大影响？或采取什么应对措施？谢谢！
						","
							您好！公司从事的港口行业属于国民经济基础产业，整个行业的发展水平与宏观经济的发展息息相关。未来世界经济贸易状况、区域政治不确定因素、港口竞争日趋激烈、全球科技进步、转型升级加快等诸多因素使都会使港口主业面临严峻考验。公司将积极应对各项变化，聚焦主业的同时，在多元产业发展谋求新的突破，在转型中不断形成新的竞争优势，实现企业稳步发展。感谢您对公司的关注。
						",2018年04月03日 15:18,2018年05月10日 09:12,上港集团,(600018)
"
							:上港集团(600018)请问贵公司今年的分红方案什么时候出台
						","
							您好。公司将于2018年5月18日召开年度股东大会，审议利润分配方案。公司将于股东大会审议通过后的两个月内实施分红，具体时间请关注公司后续发布的相关临时公告。
						",2018年05月08日 15:29,2018年05月10日 09:10,上港集团,(600018)
"
							:上港集团(600018)2015年公布的每10股派1.54元，都2017年4月了。怎么还没到帐呢？
						","
							根据2016年5月20日召开的公司2015年年度股东大会决议，2015年度利润分配方案为：以公司总股本23,173,674,650股为基数，向公司在派息公告中确认的股权登记日在册的全体股东每10股派发现金红利1.54元（含税）。公司董事会于2016年7月12日在《上海证券报》、《中国证券报》、《证券时报》和上交所网站上刊登了2015年度利润分配实施公告，确定派息股权登记日为2016年7月18日，除息日为2016年7月19日，现金红利发放日为2016年7月19日，派息对象为2016年7月18日上海证券交易所收市后，在中登公司上海分公司登记在册的全体股东。2015年度现金分红方案已于2016年7月19日实施完毕。
						",2017年04月18日 08:36,2017年05月15日 11:36,上港集团,(600018)
"
							:上港集团(600018)请问贵公司为何如此热衷于高价买卖球员？其中是否存在不当得利？上证指数2016年全年跌幅11%，上港集团全年跌幅21%，贵公司如何看待？
						","
							上海上港集团足球俱乐部有限公司为公司全资子公司。该公司既是上港集团发展自身、回报社会，积极履行社会责任，投身上海城市建设和体育发展的一项内容，也是在国家加快发展体育产业，尤其是足球产业的背景下，进一步涉足体育产业的一次重要尝试。该公司着眼于长远的发展，目标是将上港集团的管理经验移植到俱乐部，并经过几年的稳步发展，探索俱乐部盈利模式，将俱乐部打造成运动成绩一流、形象积极向上的足球俱乐部。
						",2016年12月27日 16:03,2016年12月30日 09:15,上港集团,(600018)
"
							:上港集团(600018)您好，作为投资者我想了解一下贵公司董秘办是什么时候成立的，现在有多少人？
						","
							公司根据相关法律法规和公司章程，从2006年上市以来即设有董事会办公室。感谢您的关注！
						",2016年12月23日 17:53,2016年12月30日 09:10,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请问公司下面地产公司上海上百万平米的地产项目何时可以上市销售？有没有时间表？
						","
							公司将严格按照中国证监会及上海证券交易所有关规定履行信息披露义务，敬请投资者关注，谢谢。
						",2016年11月28日 08:33,2016年12月30日 09:10,上港集团,(600018)
"
							:上港集团(600018)请问上港集团600018,贵公司是否是即将上市的上海银行股份有限公司第二大股东,上海银行股份有限公司上市后贵公司持有多少股份,占上海银行股份有限公司总股本比例为多少,谢谢.
						","
							11月16日，上海银行股份有限公司（证券代码：601229.SH）在上海证券交易所挂牌上市。上港集团目前直接持有上海银行股份有限公司38,912万股，占上海银行发行后总股本的6.48%。
						",2016年11月04日 10:54,2016年12月30日 09:10,上港集团,(600018)
"
							:上港集团(600018)请问贵公司上港集团600018是否为即将上市交易的新股上海银行的第二大股东，目前持有上海银行的股票市值是否为56亿元左右，麻烦解答下，谢谢你们。
						","
							11月16日，上海银行股份有限公司（证券代码：601229.SH）在上海证券交易所挂牌上市。上港集团目前直接持有上海银行股份有限公司38,912万股，占上海银行发行后总股本的6.48%。谢谢。
						",2016年11月14日 14:20,2016年12月30日 09:10,上港集团,(600018)
"
							:上港集团(600018)上海银行601229的招股说明书上指明上港集团持有其7.2%股份，是否属实？为什么公司的核心题材上没有此项投资内容？
						","
							11月16日，上海银行股份有限公司（证券代码：601229.SH）在上海证券交易所挂牌上市。上港集团目前直接持有上海银行股份有限公司38,912万股，占上海银行发行后总股本的6.48%。依据《上海证券交易所股票上市规则》，公司历年年度报告和可持续发展报告中持续披露了该项投资。
						",2016年09月26日 10:30,2016年12月30日 09:10,上港集团,(600018)
"
							:上港集团(600018)参与邮储银行ipo？
						","
							关于参与邮储银行IPO，具体内容详见公司分别于2016年9月12日、2016年9月29日披露的《上港集团对外投资公告》和《上港集团对外投资进展公告》。
						",2016年09月12日 14:57,2016年12月13日 09:25,上港集团,(600018)
"
							:上港集团(600018)上港集团是上银股东601229吗？持股多少？
						","
							上港集团目前直接持有上海银行股份有限公司38,912万股，占上海银行发行后总股本的6.48%，为上海银行第二大股东。
						",2016年09月26日 13:42,2016年12月13日 09:19,上港集团,(600018)
"
							@上港集团(600018)上港集团与锦江航运合并，实施状况如何，需要停牌吗？
						","
							根据公司整体发展战略，公司拟收购上海锦江航运（集团）有限公司部分股权。经公司于2015年7月13日召开第二届董事会第三十八次会议审议通过，董事会同意公司以现金方式收购锦江航运合计79.1954%股权，该股权对应的收购价格不超过人民币19.419亿元。其中，收购上海国际集团有限公司持有的锦江航运47.9884%股权，价格不超过人民币11.767亿元，收购上海久事公司持有的锦江航运31.2070%股权，价格不超过人民币7.652亿元。具体内容详见公司分别于2015年4月24日、2015年7月14日披露的《上港集团关于收购上海锦江航运（集团）有限公司部分股权意向的公告》（临2015-021）、《上港集团二届董事会第三十八次会议决议公告》（临2015-038）。根据上海证券交易所相关规则，当时披露该事宜时，公司股票没有进行停牌。谢谢。
						",2015年08月28日 08:35,2015年09月07日 08:49,上港集团,(600018)
"
							:上港集团(600018)您好，听说长江养老保险持有上港集团4.18亿股，请问是否属实，上港集团2014年员工持股计划，由受托管理该计划的资管机构：长江养老设立专项产品予以认购上港集团非公开发行的4.18亿股.开起了养老金入市新模式，这是真的假的，希望可以介绍一下，谢谢！
						","
							长江养老保险是上港集团2014年度员工持股计划的管理机构，长江养老保险以其受托管理的上港集团2014年度员工持股计划专项投资账户中的资金认购公司本次非公开发行股份，资金来源为员工自筹资金（包括：员工合法薪资及法律行政法规允许的其他方式所筹集资金）。具体内容详见公司于2014年11月18日披露在上海证券交易所网站上的《上港集团2014年度员工持股计划（草案）（认购非公开发行股票方式）》等有关文件。
						",2015年08月25日 13:10,2015年09月07日 08:48,上港集团,(600018)
